"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECEIVEsqrt"
"1034",5022454,1991,4,6,5,5,0.625,0.625,6,27.4,1,0,0,0,0,0,1,4,2
"1035",5175888,1993,3,6,21,4,0,0,4,32.75,1,0,0,0,0,0,1,3,1.73205080756888
"1036",5462340,1995,0,6,20,7,0,0.6122,10.5,5.2857,0,0,0,0,0,0,1,0,0
"1037",5191787,1993,0,4,8,0,0,1,10.5,85.1429,0,0,0,0,1,0,0,0,0
"1038",5283581,1994,2,2,17,5,0.5,0,2,15.4,1,0,1,0,0,0,0,2,1.4142135623731
"1039",5143515,1992,2,5,11,5,0.5,0.56,4,8,1,0,0,0,0,1,0,2,1.4142135623731
"1040",5285651,1994,2,6,4,2,0,0,1,11,1,0,0,0,0,0,1,2,1.4142135623731
"1041",5315089,1994,1,4,25,6,0,0,5,8.3333,1,0,0,0,1,0,0,1,1
"1042",5110949,1992,3,1,1,0,0.4444,1,5.3333,85.1429,1,1,0,0,0,0,0,3,1.73205080756888
"1043",5146634,1992,3,6,4,9,0,0.2188,5.3333,14.3333,1,0,0,0,0,0,1,3,1.73205080756888
"1044",5290997,1994,1,4,5,7,0,0,5,42,1,0,0,0,1,0,0,1,1
"1045",5341764,1994,1,6,27,5,0,0,2,39.8,1,0,0,0,0,0,1,1,1
"1046",5211173,1993,5,3,11,1,0.56,0,2.8,3,1,0,0,1,0,0,0,5,2.23606797749979
"1047",5214927,1993,2,6,4,18,0,0,3.5,7.5556,1,0,0,0,0,0,1,2,1.4142135623731
"1048",5018461,1991,2,6,7,5,0.5,0,2.5,41,1,0,0,0,0,0,1,2,1.4142135623731
"1049",5377809,1995,0,5,3,3,0,0,10.5,8.6667,0,0,0,0,0,1,0,0,0
"1050",5087501,1992,0,6,7,4,0,0,10.5,6,0,0,0,0,0,0,1,0,0
"1051",4963211,1990,1,1,10,6,0,0.32,7,11.6667,1,1,0,0,0,0,0,1,1
"1052",5236562,1993,1,1,9,9,0,0.8148,2,11,1,1,0,0,0,0,0,1,1
"1053",5401492,1995,1,3,7,8,0,0.2188,6,6.25,1,0,0,1,0,0,0,1,1
"1054",5219866,1993,0,3,2,1,0,0,10.5,3,0,0,0,1,0,0,0,0,0
"1055",4983837,1991,3,4,39,2,0.4444,0.5,6.6667,8.5,1,0,0,0,1,0,0,3,1.73205080756888
"1056",5059372,1991,5,5,21,4,0.32,0.375,6.8,13.75,1,0,0,0,0,1,0,5,2.23606797749979
"1057",5062863,1991,0,1,5,7,0,0.625,10.5,16.7143,0,1,0,0,0,0,0,0,0
"1058",5453629,1995,5,4,22,1,0.32,0,3.2,11,1,0,0,0,1,0,0,5,2.23606797749979
"1059",5224332,1993,1,4,10,11,0,0.5679,2,12.2727,1,0,0,0,1,0,0,1,1
"1060",5353327,1994,8,2,26,11,0.5625,0.1653,3.25,7.0909,1,0,1,0,0,0,0,8,2.82842712474619
"1061",4908133,1990,0,1,11,1,0,0,10.5,9,0,1,0,0,0,0,0,0,0
"1062",4973602,1990,1,3,9,4,0,0.375,8,9.25,1,0,0,1,0,0,0,1,1
"1063",5134003,1992,1,6,5,4,0,0.375,5,9,1,0,0,0,0,0,1,1,1
"1064",5413215,1995,5,6,10,17,0.32,0.3045,2,4.7059,1,0,0,0,0,0,1,5,2.23606797749979
"1065",4985450,1991,1,3,60,1,0,0,2,16,1,0,0,1,0,0,0,1,1
"1066",4890890,1990,8,5,15,5,0,0,2.375,2.8,1,0,0,0,0,1,0,8,2.82842712474619
"1067",5221782,1993,4,1,12,4,0.625,0.625,4,11.75,1,1,0,0,0,0,0,4,2
"1068",5066665,1991,0,3,5,8,0,0.6563,10.5,5,0,0,0,1,0,0,0,0,0
"1069",5386823,1995,1,3,9,19,0,0.782,3,15.4737,1,0,0,1,0,0,0,1,1
"1070",5122306,1992,3,1,14,7,0.4444,0.449,6,8.4286,1,1,0,0,0,0,0,3,1.73205080756888
"1071",5438555,1995,2,6,12,6,0.5,0.6667,2,4.8333,1,0,0,0,0,0,1,2,1.4142135623731
"1072",5256338,1993,5,1,37,13,0.56,0.5799,3.6,6.8462,1,1,0,0,0,0,0,5,2.23606797749979
"1073",4952510,1990,1,3,33,8,0,0.2449,9,14.75,1,0,0,1,0,0,0,1,1
"1074",5315881,1994,1,4,9,2,0,0.5,2,6,1,0,0,0,1,0,0,1,1
"1075",5458171,1995,1,5,18,11,0,0.18,2,13.6364,1,0,0,0,0,1,0,1,1
"1076",5099056,1992,2,1,3,2,0.5,0,4.5,9,1,1,0,0,0,0,0,2,1.4142135623731
"1077",5158169,1992,3,5,19,14,0,0.4938,3.6667,25.9286,1,0,0,0,0,1,0,3,1.73205080756888
"1078",5256552,1993,1,3,9,3,0,0,1,6.3333,1,0,0,1,0,0,0,1,1
"1079",5312551,1994,3,1,9,3,0,0,3,12,1,1,0,0,0,0,0,3,1.73205080756888
"1080",5096339,1992,0,5,14,2,0,0,10.5,8.5,0,0,0,0,0,1,0,0,0
"1081",5322939,1994,0,1,6,0,0,1,10.5,85.1429,0,1,0,0,0,0,0,0,0
"1082",5048064,1991,1,4,7,6,0,0.6111,9,6.5,1,0,0,0,1,0,0,1,1
"1083",5305631,1994,0,4,20,13,0,0.7929,10.5,7.5385,0,0,0,0,1,0,0,0,0
"1084",5326348,1994,7,3,5,17,0.449,0.3806,3.1429,9,1,0,0,1,0,0,0,7,2.64575131106459
"1085",5355396,1994,1,4,4,7,0,0,4,11.4286,1,0,0,0,1,0,0,1,1
"1086",5242415,1993,9,3,3,9,0.6173,0.716,3.4444,10.7778,1,0,0,1,0,0,0,9,3
"1087",5350489,1994,3,1,5,13,0.6667,0.8284,3.3333,10.3077,1,1,0,0,0,0,0,3,1.73205080756888
"1088",4976230,1990,1,5,5,5,0,0,1,4.4,1,0,0,0,0,1,0,1,1
"1089",5123753,1992,0,6,27,11,0,0.5714,10.5,27.7273,0,0,0,0,0,0,1,0,0
"1090",5236398,1993,3,5,10,18,0.4444,0.3281,3.6667,22.1667,1,0,0,0,0,1,0,3,1.73205080756888
"1091",4983514,1991,4,3,10,2,0.375,0.5,8.5,9,1,0,0,1,0,0,0,4,2
"1092",5454760,1995,0,5,17,2,0,0,10.5,26,0,0,0,0,0,1,0,0,0
"1093",5323105,1994,0,4,6,13,0,0.5833,10.5,6.6154,0,0,0,0,1,0,0,0,0
"1094",5316010,1994,1,3,3,6,0,0,2,13,1,0,0,1,0,0,0,1,1
"1095",4927280,1990,0,5,11,8,0,0,10.5,48.25,0,0,0,0,0,1,0,0,0
"1096",5024675,1991,1,5,19,3,0,0.6667,3,8.3333,1,0,0,0,0,1,0,1,1
"1097",5422683,1995,4,4,3,4,0.5,0.4444,3,15.5,1,0,0,0,1,0,0,4,2
"1098",5316760,1994,1,3,4,0,0,1,4,85.1429,1,0,0,1,0,0,0,1,1
"1099",5445470,1995,0,6,8,18,0,0.6875,10.5,45.2778,0,0,0,0,0,0,1,0,0
"1100",4968112,1990,5,2,6,14,0.72,0.4388,3.8,5.7857,1,0,1,0,0,0,0,5,2.23606797749979
"1101",5105598,1992,1,6,3,3,0,0,6,58,1,0,0,0,0,0,1,1,1
"1102",5179658,1993,8,2,9,6,0.8125,0.7778,3.75,7.1667,1,0,1,0,0,0,0,8,2.82842712474619
"1103",5080149,1992,5,5,1,11,0.8,0.56,3.8,57.2727,1,0,0,0,0,1,0,5,2.23606797749979
"1104",5401024,1995,10,6,6,5,0.48,0.32,1.7,5,1,0,0,0,0,0,1,10,3.16227766016838
"1105",5267687,1993,4,6,8,29,0.375,0,4.25,27.2759,1,0,0,0,0,0,1,4,2
"1106",5344219,1994,4,5,10,7,0.375,0,4.25,31,1,0,0,0,0,1,0,4,2
"1107",5346409,1994,0,4,5,4,0,0,10.5,23.5,0,0,0,0,1,0,0,0,0
"1108",5207029,1993,3,5,11,10,0,0.42,2.6667,3.8,1,0,0,0,0,1,0,3,1.73205080756888
"1109",5299372,1994,0,6,16,15,0,0.5,10.5,54.9333,0,0,0,0,0,0,1,0,0
"1110",4994466,1991,5,3,13,2,0.56,0,3.8,1.5,1,0,0,1,0,0,0,5,2.23606797749979
"1111",5070598,1991,2,5,5,1,0,0,3.5,2,1,0,0,0,0,1,0,2,1.4142135623731
"1112",4949973,1990,5,6,8,5,0.48,0,4.8,19.2,1,0,0,0,0,0,1,5,2.23606797749979
"1113",5014439,1991,0,6,10,4,0,0.375,10.5,11,0,0,0,0,0,0,1,0,0
"1114",5055599,1991,2,1,14,7,0,0.2449,3.5,10.5714,1,1,0,0,0,0,0,2,1.4142135623731
"1115",5459366,1995,0,4,7,7,0,0.6667,10.5,33.5714,0,0,0,0,1,0,0,0,0
"1116",5406622,1995,9,2,5,3,0.716,0.4444,2.5556,3,1,0,1,0,0,0,0,9,3
"1117",5247907,1993,2,6,11,11,0.5,0.68,3.5,17.6364,1,0,0,0,0,0,1,2,1.4142135623731
"1118",4914024,1990,3,3,12,1,0,0,5.6667,2,1,0,0,1,0,0,0,3,1.73205080756888
"1119",5452208,1995,0,2,8,10,0,0.8,10.5,9.3,0,0,1,0,0,0,0,0,0
"1120",4891172,1990,3,5,6,3,0.6667,0,10,17,1,0,0,0,0,1,0,3,1.73205080756888
"1121",5052722,1991,5,6,3,9,0.32,0.32,4.6,29.6667,1,0,0,0,0,0,1,5,2.23606797749979
"1122",5025147,1991,4,4,32,2,0,0,5,7,1,0,0,0,1,0,0,4,2
"1123",5247695,1993,1,2,5,8,0,0.5625,3,5.75,1,0,1,0,0,0,0,1,1
"1124",5349276,1994,2,4,20,20,0.5,0.4377,1.5,13.65,1,0,0,0,1,0,0,2,1.4142135623731
"1125",5465369,1995,1,2,1,5,0,0.72,3,4,1,0,1,0,0,0,0,1,1
"1126",5461556,1995,4,4,1,5,0.375,0,4,10,1,0,0,0,1,0,0,4,2
"1127",5322614,1994,0,1,1,6,0,0.5,10.5,15.8333,0,1,0,0,0,0,0,0,0
"1128",5032162,1991,0,5,13,5,0,0,10.5,18.4,0,0,0,0,0,1,0,0,0
"1129",5445887,1995,2,6,9,11,0,0.6942,3,7.7273,1,0,0,0,0,0,1,2,1.4142135623731
"1130",5221253,1993,5,3,16,17,0.32,0.1107,2,6.5294,1,0,0,1,0,0,0,5,2.23606797749979
"1131",4943987,1990,8,4,9,6,0.4063,0.4444,3.125,4.1667,1,0,0,0,1,0,0,8,2.82842712474619
"1132",5024709,1991,10,1,19,9,0.8,0.8125,4.2,13.3333,1,1,0,0,0,0,0,10,3.16227766016838
"1133",4931090,1990,0,5,19,5,0,0,10.5,7.8,0,0,0,0,0,1,0,0,0
"1134",5461031,1995,8,3,21,8,0.4688,0.5,1.625,22.75,1,0,0,1,0,0,0,8,2.82842712474619
"1135",5430596,1995,5,4,10,3,0.64,0.4444,1.4,13.6667,1,0,0,0,1,0,0,5,2.23606797749979
"1136",4968084,1990,5,5,8,3,0.32,0.4444,4.6,9,1,0,0,0,0,1,0,5,2.23606797749979
"1137",5091354,1992,8,1,5,8,0.5313,0.449,4.75,9.375,1,1,0,0,0,0,0,8,2.82842712474619
"1138",4986598,1991,2,5,25,7,0.5,0,4,10.2857,1,0,0,0,0,1,0,2,1.4142135623731
"1139",5404058,1995,2,4,5,9,0.5,0.5185,2.5,15.5556,1,0,0,0,1,0,0,2,1.4142135623731
"1140",4917844,1990,1,5,10,8,0,0.7188,6,21.25,1,0,0,0,0,1,0,1,1
"1141",5479113,1995,6,4,13,158,0,0.8539,2.6667,12.4367,1,0,0,0,1,0,0,6,2.44948974278318
"1142",5275697,1994,1,1,14,5,0,0.64,2,6.8,1,1,0,0,0,0,0,1,1
"1143",5329421,1994,0,4,10,9,0,0.5185,10.5,8.4444,0,0,0,0,1,0,0,0,0
"1144",5340758,1994,3,4,13,9,0,0.4938,4,4.8889,1,0,0,0,1,0,0,3,1.73205080756888
"1145",5387409,1995,3,3,51,3,0.4444,0.4444,4,8.3333,1,0,0,1,0,0,0,3,1.73205080756888
"1146",5167448,1992,3,1,16,17,0,0.7811,5.6667,26.0588,1,1,0,0,0,0,0,3,1.73205080756888
"1147",5259996,1993,0,1,7,11,0,0.4444,10.5,55,0,1,0,0,0,0,0,0,0
"1148",5013274,1991,0,4,5,5,0,0.72,10.5,7.6,0,0,0,0,1,0,0,0,0
"1149",5058216,1991,8,6,18,8,0,0.32,5,17.75,1,0,0,0,0,0,1,8,2.82842712474619
"1150",4943433,1990,3,3,10,9,0.4444,0.64,6.6667,26.4444,1,0,0,1,0,0,0,3,1.73205080756888
"1151",4890431,1990,7,6,6,5,0.2449,0.48,6,7.6,1,0,0,0,0,0,1,7,2.64575131106459
"1152",5104087,1992,10,6,21,17,0.48,0.8444,4.2,18.1176,1,0,0,0,0,0,1,10,3.16227766016838
"1153",5202143,1993,0,6,9,13,0,0.6111,10.5,40.9231,0,0,0,0,0,0,1,0,0
"1154",5425151,1995,0,6,1,3,0,0,10.5,25.6667,0,0,0,0,0,0,1,0,0
"1155",5090587,1992,3,6,14,11,0.6667,0.7778,0.3333,36.9091,1,0,0,0,0,0,1,3,1.73205080756888
"1156",5268426,1993,0,1,19,1,0,0,10.5,22,0,1,0,0,0,0,0,0,0
"1157",5252043,1993,9,5,13,6,0.7407,0.48,3.8889,17.3333,1,0,0,0,0,1,0,9,3
"1158",5136019,1992,4,1,6,5,0.75,0.72,4.75,4.8,1,1,0,0,0,0,0,4,2
"1159",5425123,1995,0,2,22,3,0,0.4444,10.5,6.6667,0,0,1,0,0,0,0,0,0
"1160",5012418,1991,5,2,7,8,0.72,0.4063,4.4,6.375,1,0,1,0,0,0,0,5,2.23606797749979
"1161",4993714,1991,10,6,10,10,0.68,0.4082,3.8,23.6,1,0,0,0,0,0,1,10,3.16227766016838
"1162",5423383,1995,1,6,5,4,0,0,1,4,1,0,0,0,0,0,1,1,1
"1163",5138760,1992,2,5,3,7,0.5,0.7222,1,22.1429,1,0,0,0,0,1,0,2,1.4142135623731
"1164",5178787,1993,7,1,14,8,0.6122,0.75,3.5714,11.75,1,1,0,0,0,0,0,7,2.64575131106459
"1165",5150774,1992,1,5,4,3,0,0.4444,2,16.6667,1,0,0,0,0,1,0,1,1
"1166",5409918,1995,4,3,9,23,0.375,0.5331,3.5,9.6522,1,0,0,1,0,0,0,4,2
"1167",5220078,1993,3,1,8,2,0.4444,0,1.3333,26,1,1,0,0,0,0,0,3,1.73205080756888
"1168",4985566,1991,0,1,4,1,0,0,10.5,18,0,1,0,0,0,0,0,0,0
"1169",5055831,1991,1,2,9,5,0,0.56,5,3.2,1,0,1,0,0,0,0,1,1
"1170",5339756,1994,2,6,22,14,0,0,2,30.7143,1,0,0,0,0,0,1,2,1.4142135623731
"1171",4896707,1990,6,5,7,9,0.7222,0.4444,5.5,37.4444,1,0,0,0,0,1,0,6,2.44948974278318
"1172",5067289,1991,1,6,16,10,0,0,4,21,1,0,0,0,0,0,1,1,1
"1173",5428985,1995,3,4,20,9,0,0.5185,2.6667,12.2222,1,0,0,0,1,0,0,3,1.73205080756888
"1174",5015005,1991,0,5,3,11,0,0,10.5,8.0909,0,0,0,0,0,1,0,0,0
"1175",5226695,1993,2,5,3,10,0,0.6173,3.5,15.6,1,0,0,0,0,1,0,2,1.4142135623731
"1176",5039518,1991,10,3,6,8,0.34,0.2188,3.5,3.25,1,0,0,1,0,0,0,10,3.16227766016838
"1177",5139119,1992,5,5,8,9,0,0.4063,4.4,14.4444,1,0,0,0,0,1,0,5,2.23606797749979
"1178",4998644,1991,0,5,1,3,0,1,10.5,47.3333,0,0,0,0,0,1,0,0,0
"1179",5037109,1991,3,6,2,5,0,0,5,24,1,0,0,0,0,0,1,3,1.73205080756888
"1180",5337805,1994,5,5,11,5,0.56,0,3.8,10.4,1,0,0,0,0,1,0,5,2.23606797749979
"1181",5150172,1992,5,4,4,6,0.32,0.5,2.4,8.3333,1,0,0,0,1,0,0,5,2.23606797749979
"1182",5139367,1992,1,6,5,10,0,0.1975,2,19.1,1,0,0,0,0,0,1,1,1
"1183",5338830,1994,0,1,1,2,0,0.5,10.5,3,0,1,0,0,0,0,0,0,0
"1184",4890423,1990,0,5,4,9,0,0,10.5,25.1111,0,0,0,0,0,1,0,0,0
"1185",4978418,1990,4,1,8,13,0.625,0.6154,5.75,8,1,1,0,0,0,0,0,4,2
"1186",5150570,1992,3,4,11,11,0,0.1975,6.3333,21.6364,1,0,0,0,1,0,0,3,1.73205080756888
"1187",5298746,1994,5,4,8,2,0,0,2,1.5,1,0,0,0,1,0,0,5,2.23606797749979
"1188",4967861,1990,3,5,3,3,0,0.4444,8.6667,2.3333,1,0,0,0,0,1,0,3,1.73205080756888
"1189",5117624,1992,2,4,18,10,0,0,5,11.2,1,0,0,0,1,0,0,2,1.4142135623731
"1190",5409664,1995,4,1,20,6,0,0.5,2.5,3.3333,1,1,0,0,0,0,0,4,2
"1191",5469284,1995,1,5,19,12,0,0.6116,4,9.6667,1,0,0,0,0,1,0,1,1
"1192",5413758,1995,6,1,8,30,0.2778,0.4978,2.3333,14.2333,1,1,0,0,0,0,0,6,2.44948974278318
"1193",5090897,1992,3,6,10,19,0,0.4082,5.3333,38.7895,1,0,0,0,0,0,1,3,1.73205080756888
"1194",5287301,1994,0,2,13,3,0,0,10.5,4.3333,0,0,1,0,0,0,0,0,0
"1195",5326420,1994,4,1,12,5,0.625,0.56,2.75,3.8,1,1,0,0,0,0,0,4,2
"1196",4949611,1990,0,5,37,7,0,0,10.5,26.4286,0,0,0,0,0,1,0,0,0
"1197",5254820,1993,1,4,17,55,0,0.5045,6,8.6909,1,0,0,0,1,0,0,1,1
"1198",5357002,1994,0,1,8,9,0,0.716,10.5,14.7778,0,1,0,0,0,0,0,0,0
"1199",5359761,1994,4,5,4,5,0,0.32,2.5,7,1,0,0,0,0,1,0,4,2
"1200",5468733,1995,6,3,25,1,0,0,3.6667,2,1,0,0,1,0,0,0,6,2.44948974278318
"1201",5465268,1995,1,2,12,7,0,0.6122,1,4.4286,1,0,1,0,0,0,0,1,1
"1202",5407038,1995,1,6,47,46,0,0.585,4,31.7174,1,0,0,0,0,0,1,1,1
"1203",4981624,1991,1,5,8,3,0,0.4444,7,11,1,0,0,0,0,1,0,1,1
"1204",5122825,1992,6,5,7,1,0.2778,0,3,4,1,0,0,0,0,1,0,6,2.44948974278318
"1205",5443047,1995,1,5,13,10,0,0,2,5,1,0,0,0,0,1,0,1,1
"1206",5423262,1995,0,1,13,3,0,0.6667,10.5,20,0,1,0,0,0,0,0,0,0
"1207",5085575,1992,7,6,4,4,0.6122,0,2.8571,12.5,1,0,0,0,0,0,1,7,2.64575131106459
"1208",4952236,1990,4,5,5,9,0.75,0.5938,5.75,16.2222,1,0,0,0,0,1,0,4,2
"1209",5003208,1991,2,4,11,7,0,0.2778,4.5,18.5714,1,0,0,0,1,0,0,2,1.4142135623731
"1210",5457655,1995,3,2,10,1,0,0,2.6667,2,1,0,1,0,0,0,0,3,1.73205080756888
"1211",5119627,1992,5,4,15,12,0,0.1975,6,24.3333,1,0,0,0,1,0,0,5,2.23606797749979
"1212",5285062,1994,6,4,11,10,0.6111,0.54,3.5,4.4,1,0,0,0,1,0,0,6,2.44948974278318
"1213",5131948,1992,2,1,12,3,0,0.4444,4,7,1,1,0,0,0,0,0,2,1.4142135623731
"1214",4890640,1990,7,6,20,5,0.4898,0.375,3.5714,36.2,1,0,0,0,0,0,1,7,2.64575131106459
"1215",5419719,1995,3,4,1,2,0.6667,0,2.6667,5.5,1,0,0,0,1,0,0,3,1.73205080756888
"1216",5228601,1993,0,1,7,11,0,0,10.5,23.1818,0,1,0,0,0,0,0,0,0
"1217",5019951,1991,1,4,8,19,0,0,6,25.0526,1,0,0,0,1,0,0,1,1
"1218",5244148,1993,3,6,9,14,0.6667,0.6837,3.3333,6.6429,1,0,0,0,0,0,1,3,1.73205080756888
"1219",5316059,1994,5,5,4,9,0.32,0.56,2,33.8889,1,0,0,0,0,1,0,5,2.23606797749979
"1220",5009991,1991,2,1,22,2,0,0,3.5,9,1,1,0,0,0,0,0,2,1.4142135623731
"1221",4918087,1990,0,3,5,1,0,0,10.5,1,0,0,0,1,0,0,0,0,0
"1222",5477803,1995,0,5,8,2,0,0,10.5,52,0,0,0,0,0,1,0,0,0
"1223",5165797,1992,3,4,2,7,0.4444,0.7755,4,9.2857,1,0,0,0,1,0,0,3,1.73205080756888
"1224",5183969,1993,10,4,4,5,0.88,0.72,3.3,5.6,1,0,0,0,1,0,0,10,3.16227766016838
"1225",5245489,1993,6,2,3,3,0,0,4.1667,3,1,0,1,0,0,0,0,6,2.44948974278318
"1226",5182036,1993,2,5,19,6,0,0,3.5,2.6667,1,0,0,0,0,1,0,2,1.4142135623731
"1227",5060369,1991,2,5,5,13,0,0.8047,5,11.2308,1,0,0,0,0,1,0,2,1.4142135623731
"1228",5032096,1991,5,6,16,9,0.32,0.6173,5.6,7,1,0,0,0,0,0,1,5,2.23606797749979
"1229",5343083,1994,5,4,5,0,0.32,1,3.8,85.1429,1,0,0,0,1,0,0,5,2.23606797749979
"1230",5236958,1993,0,1,4,1,0,0,10.5,13,0,1,0,0,0,0,0,0,0
"1231",4953660,1990,4,6,20,9,0,0,4,10,1,0,0,0,0,0,1,4,2
"1232",5472880,1995,1,1,16,8,0,0.75,2,9.5,1,1,0,0,0,0,0,1,1
"1233",4924035,1990,2,4,13,10,0,0,7,25.5,1,0,0,0,1,0,0,2,1.4142135623731
"1234",4972384,1990,4,2,14,11,0,0.314,3.25,8.0909,1,0,1,0,0,0,0,4,2
"1235",4973749,1990,2,1,17,0,0.5,1,5,85.1429,1,1,0,0,0,0,0,2,1.4142135623731
"1236",4954613,1990,4,1,6,1,0.375,0,3.75,6,1,1,0,0,0,0,0,4,2
"1237",4984990,1991,3,4,3,8,0.4444,0.5,4.6667,6.625,1,0,0,0,1,0,0,3,1.73205080756888
"1238",5460620,1995,6,3,23,67,0.6111,0.821,3,19.4179,1,0,0,1,0,0,0,6,2.44948974278318
"1239",4915490,1990,4,2,5,7,0,0.449,3,17,1,0,1,0,0,0,0,4,2
"1240",5054212,1991,3,1,11,9,0.4444,0.6173,2.6667,7.5556,1,1,0,0,0,0,0,3,1.73205080756888
"1241",5380872,1995,0,1,6,2,0,0,10.5,10,0,1,0,0,0,0,0,0,0
"1242",5452327,1995,2,2,6,4,0,0.625,2.5,5,1,0,1,0,0,0,0,2,1.4142135623731
"1243",5165569,1992,3,6,9,7,0.4444,0.5,2.6667,39.4286,1,0,0,0,0,0,1,3,1.73205080756888
"1244",5072683,1991,5,5,6,10,0.48,0.56,6.4,31.4,1,0,0,0,0,1,0,5,2.23606797749979
"1245",5090701,1992,0,6,6,8,0,0.4444,10.5,26.625,0,0,0,0,0,0,1,0,0
"1246",4958817,1990,2,6,4,8,0,0.625,3,26.375,1,0,0,0,0,0,1,2,1.4142135623731
"1247",4901706,1990,0,6,8,7,0,0.6667,10.5,50.4286,0,0,0,0,0,0,1,0,0
"1248",5356192,1994,4,5,13,7,0.375,0,2.25,10,1,0,0,0,0,1,0,4,2
"1249",4987266,1991,0,1,15,9,0,0.3704,10.5,10.2222,0,1,0,0,0,0,0,0,0
"1250",4945816,1990,1,5,3,12,0,0.6942,2,13.5,1,0,0,0,0,1,0,1,1
"1251",5367282,1994,7,4,14,13,0.7347,0.5917,4,15.6923,1,0,0,0,1,0,0,7,2.64575131106459
"1252",5427579,1995,6,5,6,3,0.6111,0,2.3333,2.3333,1,0,0,0,0,1,0,6,2.44948974278318
"1253",5211525,1993,2,5,11,9,0.5,0.5185,4.5,9.6667,1,0,0,0,0,1,0,2,1.4142135623731
"1254",5441002,1995,0,6,5,6,0,1,10.5,82.6667,0,0,0,0,0,0,1,0,0
"1255",5282425,1994,0,5,16,5,0,0.32,10.5,10.8,0,0,0,0,0,1,0,0,0
"1256",4991711,1991,2,6,6,14,0,0.4938,2.5,28.2143,1,0,0,0,0,0,1,2,1.4142135623731
"1257",5030222,1991,3,3,8,18,0.4444,0.3765,2.6667,4.7222,1,0,0,1,0,0,0,3,1.73205080756888
"1258",5449992,1995,1,4,15,10,0,0.3704,3,16.6,1,0,0,0,1,0,0,1,1
"1259",5165731,1992,1,6,6,11,0,0.2778,5,35.7273,1,0,0,0,0,0,1,1,1
"1260",5149518,1992,2,1,5,15,0.5,0.7857,7.5,16.4667,1,1,0,0,0,0,0,2,1.4142135623731
"1261",5203405,1993,5,6,10,10,0.32,0,4,25.1,1,0,0,0,0,0,1,5,2.23606797749979
"1262",5350249,1994,3,5,20,6,0.6667,0.6667,2.6667,29.1667,1,0,0,0,0,1,0,3,1.73205080756888
"1263",5305968,1994,3,5,46,9,0,0.32,3.6667,27.7778,1,0,0,0,0,1,0,3,1.73205080756888
"1264",5379096,1995,0,5,11,4,0,0.375,10.5,4.5,0,0,0,0,0,1,0,0,0
"1265",5276182,1994,7,1,14,10,0.6122,0.7407,3.7143,14.3,1,1,0,0,0,0,0,7,2.64575131106459
"1266",4962118,1990,0,3,9,4,0,0.375,10.5,3.25,0,0,0,1,0,0,0,0,0
"1267",5479201,1995,3,2,44,8,0.6667,0.5938,1.6667,8,1,0,1,0,0,0,0,3,1.73205080756888
"1268",4977656,1990,1,5,2,14,0,0.8926,8,20.5714,1,0,0,0,0,1,0,1,1
"1269",5215642,1993,4,3,3,22,0.375,0.6198,4.75,9.8182,1,0,0,1,0,0,0,4,2
"1270",5352929,1994,0,4,18,3,0,0.4444,10.5,8.3333,0,0,0,0,1,0,0,0,0
"1271",5282663,1994,5,5,13,13,0.48,0.46,3.4,15.6154,1,0,0,0,0,1,0,5,2.23606797749979
"1272",5142785,1992,10,6,19,17,0.64,0.6851,4.2,10.2353,1,0,0,0,0,0,1,10,3.16227766016838
"1273",4988049,1991,1,5,12,4,0,0.5,7,20.75,1,0,0,0,0,1,0,1,1
"1274",5185647,1993,5,4,7,12,0.64,0.625,3.2,7.9167,1,0,0,0,1,0,0,5,2.23606797749979
"1275",5229032,1993,1,1,6,6,0,0,3,3,1,1,0,0,0,0,0,1,1
"1276",4971812,1990,2,6,6,2,0.5,0,6.5,15,1,0,0,0,0,0,1,2,1.4142135623731
"1277",5451859,1995,10,4,38,13,0.46,0.4615,3,7.3077,1,0,0,0,1,0,0,10,3.16227766016838
"1278",4991690,1991,4,6,24,14,0,0,3,41.1429,1,0,0,0,0,0,1,4,2
"1279",5349309,1994,5,4,4,1,0.48,0,2.2,3,1,0,0,0,1,0,0,5,2.23606797749979
"1280",5186204,1993,1,6,4,3,0,0,5,3.6667,1,0,0,0,0,0,1,1,1
"1281",5158806,1992,0,1,4,14,0,0.4694,10.5,12.5714,0,1,0,0,0,0,0,0,0
"1282",4904650,1990,1,3,8,7,0,0.4444,6,12.7143,1,0,0,1,0,0,0,1,1
"1283",5322466,1994,8,6,14,17,0.2188,0.8089,3.5,20.4706,1,0,0,0,0,0,1,8,2.82842712474619
"1284",5409655,1995,2,5,4,5,0.5,0.72,2.5,3.6,1,0,0,0,0,1,0,2,1.4142135623731
"1285",5354022,1994,2,6,24,9,0,0.6914,3,4.2222,1,0,0,0,0,0,1,2,1.4142135623731
"1286",5231984,1993,4,3,3,2,0.625,0,4.75,4,1,0,0,1,0,0,0,4,2
"1287",4956653,1990,6,2,11,9,0.6667,0,5,5.3333,1,0,1,0,0,0,0,6,2.44948974278318
"1288",5425712,1995,9,3,14,18,0.3704,0.4444,2.6667,6.4444,1,0,0,1,0,0,0,9,3
"1289",5471850,1995,8,6,24,15,0.625,0.7041,2.75,9.2667,1,0,0,0,0,0,1,8,2.82842712474619
