"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECmdnSplt"
"1089",5334742,1994,1,1,20,1,0,0,1,11,1,1,0,0,0,0,0,1,0
"1090",5121749,1992,17,3,22,3,0,0,3.5294,3,1,0,0,1,0,0,0,15,1
"1091",5124822,1992,3,1,15,8,0.6667,0.7813,5,7.5,1,1,0,0,0,0,0,3,0
"1092",5372728,1994,1,1,20,7,0,0.2449,2,6.5714,1,1,0,0,0,0,0,1,0
"1093",5355488,1994,3,2,1,6,0.4444,0.5,2,4.5,1,0,1,0,0,0,0,3,0
"1094",5441533,1995,1,3,10,25,0,0.6942,3,18.08,1,0,0,1,0,0,0,1,0
"1095",5015976,1991,3,2,10,2,0,0,4,14.5,1,0,1,0,0,0,0,3,0
"1096",5043224,1991,15,6,30,5,0.5067,0,5,13,1,0,0,0,0,0,1,15,1
"1097",5118940,1992,2,4,24,3,0.5,0.4444,2.5,9,1,0,0,0,1,0,0,2,0
"1098",5280245,1994,2,4,12,3,0,0,1.5,3,1,0,0,0,1,0,0,2,0
"1099",5102090,1992,2,6,4,8,0.5,0.75,5,6.125,1,0,0,0,0,0,1,2,0
"1100",5025149,1991,1,4,20,4,0,0.375,2,4.25,1,0,0,0,1,0,0,1,0
"1101",4918803,1990,11,5,12,2,0.1653,0.5,4.2727,16.5,1,0,0,0,0,1,0,11,1
"1102",5117625,1992,3,4,8,7,0,0.32,2,17.5714,1,0,0,0,1,0,0,3,0
"1103",5392693,1995,4,5,5,5,0,0.72,2.25,11.2,1,0,0,0,0,1,0,4,1
"1104",5414175,1995,0,1,5,1,0,0,10.5,21,0,1,0,0,0,0,0,0,0
"1105",5342720,1994,3,1,10,29,0.4444,0.1855,1,14.7586,1,1,0,0,0,0,0,3,0
"1106",4954386,1990,5,6,11,5,0.72,0.375,5.8,28.8,1,0,0,0,0,0,1,5,1
"1107",5434486,1995,2,4,6,5,0,0.8,3,8,1,0,0,0,1,0,0,2,0
"1108",5020731,1991,3,5,15,8,0.4444,0.6939,3.3333,19.75,1,0,0,0,0,1,0,3,0
"1109",5219493,1993,4,1,9,7,0.375,0.8163,3.25,10.8571,1,1,0,0,0,0,0,4,1
"1110",4999942,1991,0,6,2,6,0,1,10.5,62,0,0,0,0,0,0,1,0,0
"1111",5206690,1993,0,5,12,6,0,0,10.5,7.8333,0,0,0,0,0,1,0,0,0
"1112",4965246,1990,4,4,12,2,0.5,0.5,3,2.5,1,0,0,0,1,0,0,4,1
"1113",4984492,1991,2,5,4,8,0.5,0.2188,3,12.5,1,0,0,0,0,1,0,2,0
"1114",4985700,1991,12,2,12,8,0.5278,0.4063,4.1667,3.5,1,0,1,0,0,0,0,12,1
"1115",4972704,1990,1,4,6,3,0,0.5,1,17.6667,1,0,0,0,1,0,0,1,0
"1116",4895544,1990,6,6,8,3,0.7222,0,5,19.3333,1,0,0,0,0,0,1,6,1
"1117",5102182,1992,4,5,16,6,0.375,0,3.25,24.6667,1,0,0,0,0,1,0,4,1
"1118",5211493,1993,3,5,6,15,0.4444,0.7111,3.6667,5.6,1,0,0,0,0,1,0,3,0
"1119",5011370,1991,0,5,3,5,0,0.4444,10.5,45.2,0,0,0,0,0,1,0,0,0
"1120",5003814,1991,9,6,26,10,0.7654,0.6563,6,20.8,1,0,0,0,0,0,1,9,1
"1121",5406109,1995,3,4,5,3,0.4444,0.4444,4,7.6667,1,0,0,0,1,0,0,3,0
"1122",5152168,1992,0,4,2,2,0,0.5,10.5,2.5,0,0,0,0,1,0,0,0,0
"1123",4901525,1990,6,4,25,5,0.5,0.56,6.6667,5.2,1,0,0,0,1,0,0,6,1
"1124",5092002,1992,2,6,18,13,0,0.4444,6.5,12.7692,1,0,0,0,0,0,1,2,0
"1125",5163951,1992,46,3,11,2,0.5567,0.5,3.2609,5,1,0,0,1,0,0,0,15,1
"1126",4924537,1990,2,6,8,11,0,0.5714,3.5,33.8182,1,0,0,0,0,0,1,2,0
"1127",5332617,1994,1,6,7,4,0,0.375,5,8.25,1,0,0,0,0,0,1,1,0
"1128",5322949,1994,2,1,12,1,0,0,4,14,1,1,0,0,0,0,0,2,0
"1129",5228876,1993,2,5,10,21,0.5,0.49,3,18.3333,1,0,0,0,0,1,0,2,0
"1130",5064327,1991,2,5,14,6,0.5,0.2778,4,9.8333,1,0,0,0,0,1,0,2,0
"1131",5181508,1993,10,3,10,9,0,0.5313,5.7,20.7778,1,0,0,1,0,0,0,10,1
"1132",5382060,1995,1,6,4,8,0,0.449,2,18.5,1,0,0,0,0,0,1,1,0
"1133",4963637,1990,8,1,29,6,0.4063,0.6667,4.5,6.3333,1,1,0,0,0,0,0,8,1
"1134",5175092,1992,5,3,6,8,0.64,0.375,3.2,5,1,0,0,1,0,0,0,5,1
"1135",5394340,1995,5,2,31,9,0.72,0.3704,3.2,6.2222,1,0,1,0,0,0,0,5,1
"1136",5080717,1992,7,1,4,2,0.5714,0.5,3.5714,8.5,1,1,0,0,0,0,0,7,1
"1137",5154681,1992,1,5,19,16,0,0.24,2,15.125,1,0,0,0,0,1,0,1,0
"1138",5320911,1994,0,6,6,6,0,0.5,10.5,14.3333,0,0,0,0,0,0,1,0,0
"1139",5120405,1992,0,1,6,5,0,0.625,10.5,20,0,1,0,0,0,0,0,0,0
"1140",5161603,1992,1,5,7,6,0,0,2,11.1667,1,0,0,0,0,1,0,1,0
"1141",5265902,1993,1,5,10,8,0,0.4082,3,16.25,1,0,0,0,0,1,0,1,0
"1142",5385782,1995,0,6,7,6,0,0.2778,10.5,13.5,0,0,0,0,0,0,1,0,0
"1143",5308663,1994,3,6,11,4,0.6667,0.75,5.6667,11.5,1,0,0,0,0,0,1,3,0
"1144",5085006,1992,0,5,7,12,0,0.64,10.5,12.6667,0,0,0,0,0,1,0,0,0
"1145",5359766,1994,0,5,4,7,0,0.6939,10.5,14.8571,0,0,0,0,0,1,0,0,0
"1146",5276600,1994,3,4,5,5,0.6667,0.72,3.3333,7,1,0,0,0,1,0,0,3,0
"1147",5035186,1991,6,6,28,9,0.5,0.6563,6,13.1111,1,0,0,0,0,0,1,6,1
"1148",5384620,1995,3,5,23,13,0,0.6667,1,8.3077,1,0,0,0,0,1,0,3,0
"1149",5034798,1991,15,4,3,4,0.48,0.375,3.3333,7.5,1,0,0,0,1,0,0,15,1
"1150",5032546,1991,19,1,8,4,0.5596,0.375,5.8421,8.5,1,1,0,0,0,0,0,15,1
"1151",5130021,1992,0,1,9,6,0,0,10.5,70.6667,0,1,0,0,0,0,0,0,0
"1152",5410219,1995,3,4,24,9,0.4444,0.5679,3,6.8889,1,0,0,0,1,0,0,3,0
"1153",5261497,1993,4,6,27,16,0.375,0.6735,2.5,14.1875,1,0,0,0,0,0,1,4,1
"1154",5028199,1991,1,5,7,1,0,0,5,18,1,0,0,0,0,1,0,1,0
"1155",5157090,1992,1,1,9,2,0,0.5,2,16,1,1,0,0,0,0,0,1,0
"1156",5138095,1992,0,1,31,7,0,0.7222,10.5,11.2857,0,1,0,0,0,0,0,0,0
"1157",5152921,1992,0,1,6,4,0,0.625,10.5,9.5,0,1,0,0,0,0,0,0,0
"1158",5014579,1991,1,5,28,3,0,0.6667,8,9.6667,1,0,0,0,0,1,0,1,0
"1159",5336135,1994,0,6,23,9,0,0.4898,10.5,26.6667,0,0,0,0,0,0,1,0,0
"1160",5126552,1992,5,4,11,3,0.32,0.4444,2.2,14.3333,1,0,0,0,1,0,0,5,1
"1161",5149028,1992,3,6,9,21,0.4444,0.644,3.3333,7.6667,1,0,0,0,0,0,1,3,0
"1162",4944119,1990,18,5,8,2,0.2963,0,6.6111,1,1,0,0,0,0,1,0,15,1
"1163",5279674,1994,1,6,6,13,0,0.4861,1,21.3846,1,0,0,0,0,0,1,1,0
"1164",5320578,1994,1,5,2,4,0,0.375,3,11,1,0,0,0,0,1,0,1,0
"1165",5214914,1993,6,4,24,12,0.2778,0.6446,3.8333,19,1,0,0,0,1,0,0,6,1
"1166",4901368,1990,16,2,32,11,0.5547,0.6942,4.9375,6,1,0,1,0,0,0,0,15,1
"1167",5437502,1995,3,6,13,19,0.4444,0.782,2.6667,12.1579,1,0,0,0,0,0,1,3,0
"1168",5134793,1992,6,6,12,9,0.2778,0.4082,2.6667,22.3333,1,0,0,0,0,0,1,6,1
"1169",4917961,1990,5,6,9,5,0.72,0.64,4.4,8.8,1,0,0,0,0,0,1,5,1
"1170",5405093,1995,1,5,7,11,0,0.6122,2,30.7273,1,0,0,0,0,1,0,1,0
"1171",5202097,1993,1,1,23,11,0,0,5,14.8182,1,1,0,0,0,0,0,1,0
"1172",5022454,1991,4,6,5,5,0.625,0.625,6,27.4,1,0,0,0,0,0,1,4,1
"1173",5175888,1993,3,6,21,4,0,0,4,32.75,1,0,0,0,0,0,1,3,0
"1174",5462340,1995,0,6,20,7,0,0.6122,10.5,5.2857,0,0,0,0,0,0,1,0,0
"1175",5191787,1993,0,4,8,0,0,1,10.5,85.1429,0,0,0,0,1,0,0,0,0
"1176",5283581,1994,2,2,17,5,0.5,0,2,15.4,1,0,1,0,0,0,0,2,0
"1177",5143515,1992,2,5,11,5,0.5,0.56,4,8,1,0,0,0,0,1,0,2,0
"1178",5285651,1994,2,6,4,2,0,0,1,11,1,0,0,0,0,0,1,2,0
"1179",5315089,1994,1,4,25,6,0,0,5,8.3333,1,0,0,0,1,0,0,1,0
"1180",5110949,1992,3,1,1,0,0.4444,1,5.3333,85.1429,1,1,0,0,0,0,0,3,0
"1181",5146634,1992,3,6,4,9,0,0.2188,5.3333,14.3333,1,0,0,0,0,0,1,3,0
"1182",5290997,1994,1,4,5,7,0,0,5,42,1,0,0,0,1,0,0,1,0
"1183",5341764,1994,1,6,27,5,0,0,2,39.8,1,0,0,0,0,0,1,1,0
"1184",5211173,1993,5,3,11,1,0.56,0,2.8,3,1,0,0,1,0,0,0,5,1
"1185",5214927,1993,2,6,4,18,0,0,3.5,7.5556,1,0,0,0,0,0,1,2,0
"1186",5018461,1991,2,6,7,5,0.5,0,2.5,41,1,0,0,0,0,0,1,2,0
"1187",5377809,1995,0,5,3,3,0,0,10.5,8.6667,0,0,0,0,0,1,0,0,0
"1188",5093031,1992,38,1,2,0,0.5817,1,7.3684,85.1429,1,1,0,0,0,0,0,15,1
"1189",5087501,1992,0,6,7,4,0,0,10.5,6,0,0,0,0,0,0,1,0,0
"1190",4963211,1990,1,1,10,6,0,0.32,7,11.6667,1,1,0,0,0,0,0,1,0
"1191",5236562,1993,1,1,9,9,0,0.8148,2,11,1,1,0,0,0,0,0,1,0
"1192",5401492,1995,1,3,7,8,0,0.2188,6,6.25,1,0,0,1,0,0,0,1,0
"1193",5219866,1993,0,3,2,1,0,0,10.5,3,0,0,0,1,0,0,0,0,0
"1194",4983837,1991,3,4,39,2,0.4444,0.5,6.6667,8.5,1,0,0,0,1,0,0,3,0
"1195",5059372,1991,5,5,21,4,0.32,0.375,6.8,13.75,1,0,0,0,0,1,0,5,1
"1196",5167894,1992,48,5,11,9,0.5903,0.1975,3.5625,12,1,0,0,0,0,1,0,15,1
"1197",5020195,1991,11,6,9,11,0.6942,0.56,5.6364,31.3636,1,0,0,0,0,0,1,11,1
"1198",5389000,1995,18,4,23,14,0,0.2449,2.6111,5.7143,1,0,0,0,1,0,0,15,1
"1199",5062863,1991,0,1,5,7,0,0.625,10.5,16.7143,0,1,0,0,0,0,0,0,0
"1200",5453629,1995,5,4,22,1,0.32,0,3.2,11,1,0,0,0,1,0,0,5,1
"1201",5224332,1993,1,4,10,11,0,0.5679,2,12.2727,1,0,0,0,1,0,0,1,0
"1202",5353327,1994,8,2,26,11,0.5625,0.1653,3.25,7.0909,1,0,1,0,0,0,0,8,1
"1203",4908133,1990,0,1,11,1,0,0,10.5,9,0,1,0,0,0,0,0,0,0
"1204",4973602,1990,1,3,9,4,0,0.375,8,9.25,1,0,0,1,0,0,0,1,0
"1205",5134003,1992,1,6,5,4,0,0.375,5,9,1,0,0,0,0,0,1,1,0
"1206",5413215,1995,5,6,10,17,0.32,0.3045,2,4.7059,1,0,0,0,0,0,1,5,1
"1207",4985450,1991,1,3,60,1,0,0,2,16,1,0,0,1,0,0,0,1,0
"1208",4890890,1990,8,5,15,5,0,0,2.375,2.8,1,0,0,0,0,1,0,8,1
"1209",5221782,1993,4,1,12,4,0.625,0.625,4,11.75,1,1,0,0,0,0,0,4,1
"1210",5066665,1991,0,3,5,8,0,0.6563,10.5,5,0,0,0,1,0,0,0,0,0
"1211",5386823,1995,1,3,9,19,0,0.782,3,15.4737,1,0,0,1,0,0,0,1,0
"1212",5122306,1992,3,1,14,7,0.4444,0.449,6,8.4286,1,1,0,0,0,0,0,3,0
"1213",5438555,1995,2,6,12,6,0.5,0.6667,2,4.8333,1,0,0,0,0,0,1,2,0
"1214",5256338,1993,5,1,37,13,0.56,0.5799,3.6,6.8462,1,1,0,0,0,0,0,5,1
"1215",4952510,1990,1,3,33,8,0,0.2449,9,14.75,1,0,0,1,0,0,0,1,0
"1216",5315881,1994,1,4,9,2,0,0.5,2,6,1,0,0,0,1,0,0,1,0
"1217",5458171,1995,1,5,18,11,0,0.18,2,13.6364,1,0,0,0,0,1,0,1,0
"1218",5099056,1992,2,1,3,2,0.5,0,4.5,9,1,1,0,0,0,0,0,2,0
"1219",5158169,1992,3,5,19,14,0,0.4938,3.6667,25.9286,1,0,0,0,0,1,0,3,0
"1220",5256552,1993,1,3,9,3,0,0,1,6.3333,1,0,0,1,0,0,0,1,0
"1221",5312551,1994,3,1,9,3,0,0,3,12,1,1,0,0,0,0,0,3,0
"1222",5096339,1992,0,5,14,2,0,0,10.5,8.5,0,0,0,0,0,1,0,0,0
"1223",5322939,1994,0,1,6,0,0,1,10.5,85.1429,0,1,0,0,0,0,0,0,0
"1224",5141367,1992,15,5,8,21,0.4356,0.6168,3.8,8.1905,1,0,0,0,0,1,0,15,1
"1225",5048064,1991,1,4,7,6,0,0.6111,9,6.5,1,0,0,0,1,0,0,1,0
"1226",5305631,1994,0,4,20,13,0,0.7929,10.5,7.5385,0,0,0,0,1,0,0,0,0
"1227",4924324,1990,12,2,4,6,0.4167,0,4.5833,2.8333,1,0,1,0,0,0,0,12,1
"1228",5326348,1994,7,3,5,17,0.449,0.3806,3.1429,9,1,0,0,1,0,0,0,7,1
"1229",5057986,1991,12,4,15,4,0,0.375,4.8333,2.25,1,0,0,0,1,0,0,12,1
"1230",5355396,1994,1,4,4,7,0,0,4,11.4286,1,0,0,0,1,0,0,1,0
"1231",5242415,1993,9,3,3,9,0.6173,0.716,3.4444,10.7778,1,0,0,1,0,0,0,9,1
"1232",5350489,1994,3,1,5,13,0.6667,0.8284,3.3333,10.3077,1,1,0,0,0,0,0,3,0
"1233",4976230,1990,1,5,5,5,0,0,1,4.4,1,0,0,0,0,1,0,1,0
"1234",5123753,1992,0,6,27,11,0,0.5714,10.5,27.7273,0,0,0,0,0,0,1,0,0
"1235",5236398,1993,3,5,10,18,0.4444,0.3281,3.6667,22.1667,1,0,0,0,0,1,0,3,0
"1236",4983514,1991,4,3,10,2,0.375,0.5,8.5,9,1,0,0,1,0,0,0,4,1
"1237",5454760,1995,0,5,17,2,0,0,10.5,26,0,0,0,0,0,1,0,0,0
"1238",5323105,1994,0,4,6,13,0,0.5833,10.5,6.6154,0,0,0,0,1,0,0,0,0
"1239",5316010,1994,1,3,3,6,0,0,2,13,1,0,0,1,0,0,0,1,0
"1240",4927280,1990,0,5,11,8,0,0,10.5,48.25,0,0,0,0,0,1,0,0,0
"1241",5024675,1991,1,5,19,3,0,0.6667,3,8.3333,1,0,0,0,0,1,0,1,0
"1242",4958292,1990,23,2,9,8,0.5028,0.2188,4.1739,3,1,0,1,0,0,0,0,15,1
"1243",5422683,1995,4,4,3,4,0.5,0.4444,3,15.5,1,0,0,0,1,0,0,4,1
"1244",5316760,1994,1,3,4,0,0,1,4,85.1429,1,0,0,1,0,0,0,1,0
"1245",5445470,1995,0,6,8,18,0,0.6875,10.5,45.2778,0,0,0,0,0,0,1,0,0
"1246",4968112,1990,5,2,6,14,0.72,0.4388,3.8,5.7857,1,0,1,0,0,0,0,5,1
"1247",5105598,1992,1,6,3,3,0,0,6,58,1,0,0,0,0,0,1,1,0
"1248",5179658,1993,8,2,9,6,0.8125,0.7778,3.75,7.1667,1,0,1,0,0,0,0,8,1
"1249",5080149,1992,5,5,1,11,0.8,0.56,3.8,57.2727,1,0,0,0,0,1,0,5,1
"1250",5343487,1994,17,4,23,8,0.2907,0.2188,3.5294,2.25,1,0,0,0,1,0,0,15,1
"1251",5380746,1995,25,3,28,1,0.4832,0,2.96,5,1,0,0,1,0,0,0,15,1
"1252",5401024,1995,10,6,6,5,0.48,0.32,1.7,5,1,0,0,0,0,0,1,10,1
"1253",5267687,1993,4,6,8,29,0.375,0,4.25,27.2759,1,0,0,0,0,0,1,4,1
"1254",5344219,1994,4,5,10,7,0.375,0,4.25,31,1,0,0,0,0,1,0,4,1
"1255",5070740,1991,21,5,15,4,0.517,0.4444,5.3333,26.25,1,0,0,0,0,1,0,15,1
"1256",5346409,1994,0,4,5,4,0,0,10.5,23.5,0,0,0,0,1,0,0,0,0
"1257",5207029,1993,3,5,11,10,0,0.42,2.6667,3.8,1,0,0,0,0,1,0,3,0
"1258",5299372,1994,0,6,16,15,0,0.5,10.5,54.9333,0,0,0,0,0,0,1,0,0
"1259",4994466,1991,5,3,13,2,0.56,0,3.8,1.5,1,0,0,1,0,0,0,5,1
"1260",5070598,1991,2,5,5,1,0,0,3.5,2,1,0,0,0,0,1,0,2,0
"1261",4937544,1990,15,4,15,4,0.5511,0,5.0667,6.75,1,0,0,0,1,0,0,15,1
"1262",4949973,1990,5,6,8,5,0.48,0,4.8,19.2,1,0,0,0,0,0,1,5,1
"1263",5014439,1991,0,6,10,4,0,0.375,10.5,11,0,0,0,0,0,0,1,0,0
"1264",5055599,1991,2,1,14,7,0,0.2449,3.5,10.5714,1,1,0,0,0,0,0,2,0
"1265",5459366,1995,0,4,7,7,0,0.6667,10.5,33.5714,0,0,0,0,1,0,0,0,0
"1266",5406622,1995,9,2,5,3,0.716,0.4444,2.5556,3,1,0,1,0,0,0,0,9,1
"1267",5247907,1993,2,6,11,11,0.5,0.68,3.5,17.6364,1,0,0,0,0,0,1,2,0
"1268",4914024,1990,3,3,12,1,0,0,5.6667,2,1,0,0,1,0,0,0,3,0
"1269",5098978,1992,17,1,26,9,0.8166,0.8395,5.1765,5,1,1,0,0,0,0,0,15,1
"1270",5452208,1995,0,2,8,10,0,0.8,10.5,9.3,0,0,1,0,0,0,0,0,0
"1271",4891172,1990,3,5,6,3,0.6667,0,10,17,1,0,0,0,0,1,0,3,0
"1272",5052722,1991,5,6,3,9,0.32,0.32,4.6,29.6667,1,0,0,0,0,0,1,5,1
"1273",5025147,1991,4,4,32,2,0,0,5,7,1,0,0,0,1,0,0,4,1
"1274",5247695,1993,1,2,5,8,0,0.5625,3,5.75,1,0,1,0,0,0,0,1,0
"1275",5349276,1994,2,4,20,20,0.5,0.4377,1.5,13.65,1,0,0,0,1,0,0,2,0
"1276",5465369,1995,1,2,1,5,0,0.72,3,4,1,0,1,0,0,0,0,1,0
"1277",5461556,1995,4,4,1,5,0.375,0,4,10,1,0,0,0,1,0,0,4,1
"1278",5322614,1994,0,1,1,6,0,0.5,10.5,15.8333,0,1,0,0,0,0,0,0,0
"1279",4906231,1990,15,3,7,4,0.3378,0,3.2667,5,1,0,0,1,0,0,0,15,1
"1280",5102876,1992,65,3,7,6,0.4298,0.2778,3.3231,10,1,0,0,1,0,0,0,15,1
"1281",5032162,1991,0,5,13,5,0,0,10.5,18.4,0,0,0,0,0,1,0,0,0
"1282",5445887,1995,2,6,9,11,0,0.6942,3,7.7273,1,0,0,0,0,0,1,2,0
"1283",5221253,1993,5,3,16,17,0.32,0.1107,2,6.5294,1,0,0,1,0,0,0,5,1
"1284",4943987,1990,8,4,9,6,0.4063,0.4444,3.125,4.1667,1,0,0,0,1,0,0,8,1
"1285",5024709,1991,10,1,19,9,0.8,0.8125,4.2,13.3333,1,1,0,0,0,0,0,10,1
"1286",4931090,1990,0,5,19,5,0,0,10.5,7.8,0,0,0,0,0,1,0,0,0
"1287",5461031,1995,8,3,21,8,0.4688,0.5,1.625,22.75,1,0,0,1,0,0,0,8,1
"1288",5430596,1995,5,4,10,3,0.64,0.4444,1.4,13.6667,1,0,0,0,1,0,0,5,1
"1289",5208213,1993,11,4,15,6,0.6116,0.2778,3.0909,24.1667,1,0,0,0,1,0,0,11,1
"1290",4968084,1990,5,5,8,3,0.32,0.4444,4.6,9,1,0,0,0,0,1,0,5,1
"1291",5091354,1992,8,1,5,8,0.5313,0.449,4.75,9.375,1,1,0,0,0,0,0,8,1
"1292",4986598,1991,2,5,25,7,0.5,0,4,10.2857,1,0,0,0,0,1,0,2,0
"1293",5404058,1995,2,4,5,9,0.5,0.5185,2.5,15.5556,1,0,0,0,1,0,0,2,0
"1294",4917844,1990,1,5,10,8,0,0.7188,6,21.25,1,0,0,0,0,1,0,1,0
"1295",5479113,1995,6,4,13,158,0,0.8539,2.6667,12.4367,1,0,0,0,1,0,0,6,1
"1296",5275697,1994,1,1,14,5,0,0.64,2,6.8,1,1,0,0,0,0,0,1,0
"1297",5329421,1994,0,4,10,9,0,0.5185,10.5,8.4444,0,0,0,0,1,0,0,0,0
"1298",5340758,1994,3,4,13,9,0,0.4938,4,4.8889,1,0,0,0,1,0,0,3,0
"1299",5387409,1995,3,3,51,3,0.4444,0.4444,4,8.3333,1,0,0,1,0,0,0,3,0
"1300",5167448,1992,3,1,16,17,0,0.7811,5.6667,26.0588,1,1,0,0,0,0,0,3,0
"1301",5259996,1993,0,1,7,11,0,0.4444,10.5,55,0,1,0,0,0,0,0,0,0
"1302",5013274,1991,0,4,5,5,0,0.72,10.5,7.6,0,0,0,0,1,0,0,0,0
"1303",5058216,1991,8,6,18,8,0,0.32,5,17.75,1,0,0,0,0,0,1,8,1
"1304",4943433,1990,3,3,10,9,0.4444,0.64,6.6667,26.4444,1,0,0,1,0,0,0,3,0
"1305",4890431,1990,7,6,6,5,0.2449,0.48,6,7.6,1,0,0,0,0,0,1,7,1
"1306",5104087,1992,10,6,21,17,0.48,0.8444,4.2,18.1176,1,0,0,0,0,0,1,10,1
"1307",5202143,1993,0,6,9,13,0,0.6111,10.5,40.9231,0,0,0,0,0,0,1,0,0
"1308",5425151,1995,0,6,1,3,0,0,10.5,25.6667,0,0,0,0,0,0,1,0,0
"1309",5090587,1992,3,6,14,11,0.6667,0.7778,0.3333,36.9091,1,0,0,0,0,0,1,3,0
"1310",5268426,1993,0,1,19,1,0,0,10.5,22,0,1,0,0,0,0,0,0,0
"1311",5252043,1993,9,5,13,6,0.7407,0.48,3.8889,17.3333,1,0,0,0,0,1,0,9,1
"1312",5136019,1992,4,1,6,5,0.75,0.72,4.75,4.8,1,1,0,0,0,0,0,4,1
"1313",5425123,1995,0,2,22,3,0,0.4444,10.5,6.6667,0,0,1,0,0,0,0,0,0
"1314",5012418,1991,5,2,7,8,0.72,0.4063,4.4,6.375,1,0,1,0,0,0,0,5,1
"1315",4993714,1991,10,6,10,10,0.68,0.4082,3.8,23.6,1,0,0,0,0,0,1,10,1
"1316",5423383,1995,1,6,5,4,0,0,1,4,1,0,0,0,0,0,1,1,0
"1317",5138760,1992,2,5,3,7,0.5,0.7222,1,22.1429,1,0,0,0,0,1,0,2,0
"1318",4984045,1991,20,4,7,2,0.405,0,6.15,10,1,0,0,0,1,0,0,15,1
"1319",5355503,1994,26,2,9,17,0.6272,0.3114,2.3462,6.6471,1,0,1,0,0,0,0,15,1
"1320",5178787,1993,7,1,14,8,0.6122,0.75,3.5714,11.75,1,1,0,0,0,0,0,7,1
"1321",5150774,1992,1,5,4,3,0,0.4444,2,16.6667,1,0,0,0,0,1,0,1,0
"1322",5409918,1995,4,3,9,23,0.375,0.5331,3.5,9.6522,1,0,0,1,0,0,0,4,1
"1323",5220078,1993,3,1,8,2,0.4444,0,1.3333,26,1,1,0,0,0,0,0,3,0
"1324",5386630,1995,14,5,17,9,0.4388,0.2188,3.0714,15.7778,1,0,0,0,0,1,0,14,1
"1325",4985566,1991,0,1,4,1,0,0,10.5,18,0,1,0,0,0,0,0,0,0
"1326",5181050,1993,12,2,19,5,0,0.48,4,11.2,1,0,1,0,0,0,0,12,1
"1327",5055831,1991,1,2,9,5,0,0.56,5,3.2,1,0,1,0,0,0,0,1,0
"1328",5339756,1994,2,6,22,14,0,0,2,30.7143,1,0,0,0,0,0,1,2,0
"1329",4896707,1990,6,5,7,9,0.7222,0.4444,5.5,37.4444,1,0,0,0,0,1,0,6,1
"1330",5067289,1991,1,6,16,10,0,0,4,21,1,0,0,0,0,0,1,1,0
"1331",5428985,1995,3,4,20,9,0,0.5185,2.6667,12.2222,1,0,0,0,1,0,0,3,0
"1332",5015005,1991,0,5,3,11,0,0,10.5,8.0909,0,0,0,0,0,1,0,0,0
"1333",5226695,1993,2,5,3,10,0,0.6173,3.5,15.6,1,0,0,0,0,1,0,2,0
"1334",5039518,1991,10,3,6,8,0.34,0.2188,3.5,3.25,1,0,0,1,0,0,0,10,1
"1335",5139119,1992,5,5,8,9,0,0.4063,4.4,14.4444,1,0,0,0,0,1,0,5,1
"1336",4998644,1991,0,5,1,3,0,1,10.5,47.3333,0,0,0,0,0,1,0,0,0
"1337",5037109,1991,3,6,2,5,0,0,5,24,1,0,0,0,0,0,1,3,0
"1338",5337805,1994,5,5,11,5,0.56,0,3.8,10.4,1,0,0,0,0,1,0,5,1
"1339",5150172,1992,5,4,4,6,0.32,0.5,2.4,8.3333,1,0,0,0,1,0,0,5,1
"1340",5139367,1992,1,6,5,10,0,0.1975,2,19.1,1,0,0,0,0,0,1,1,0
"1341",5338830,1994,0,1,1,2,0,0.5,10.5,3,0,1,0,0,0,0,0,0,0
"1342",4890423,1990,0,5,4,9,0,0,10.5,25.1111,0,0,0,0,0,1,0,0,0
"1343",4978418,1990,4,1,8,13,0.625,0.6154,5.75,8,1,1,0,0,0,0,0,4,1
"1344",5150570,1992,3,4,11,11,0,0.1975,6.3333,21.6364,1,0,0,0,1,0,0,3,0
"1345",5298746,1994,5,4,8,2,0,0,2,1.5,1,0,0,0,1,0,0,5,1
"1346",4967861,1990,3,5,3,3,0,0.4444,8.6667,2.3333,1,0,0,0,0,1,0,3,0
"1347",4899018,1990,11,4,11,2,0.4628,0.5,5.5455,10,1,0,0,0,1,0,0,11,1
"1348",5117624,1992,2,4,18,10,0,0,5,11.2,1,0,0,0,1,0,0,2,0
"1349",5409664,1995,4,1,20,6,0,0.5,2.5,3.3333,1,1,0,0,0,0,0,4,1
"1350",5469284,1995,1,5,19,12,0,0.6116,4,9.6667,1,0,0,0,0,1,0,1,0
"1351",5413758,1995,6,1,8,30,0.2778,0.4978,2.3333,14.2333,1,1,0,0,0,0,0,6,1
"1352",5090897,1992,3,6,10,19,0,0.4082,5.3333,38.7895,1,0,0,0,0,0,1,3,0
"1353",5287301,1994,0,2,13,3,0,0,10.5,4.3333,0,0,1,0,0,0,0,0,0
"1354",5326420,1994,4,1,12,5,0.625,0.56,2.75,3.8,1,1,0,0,0,0,0,4,1
"1355",4949611,1990,0,5,37,7,0,0,10.5,26.4286,0,0,0,0,0,1,0,0,0
"1356",5254820,1993,1,4,17,55,0,0.5045,6,8.6909,1,0,0,0,1,0,0,1,0
"1357",5357002,1994,0,1,8,9,0,0.716,10.5,14.7778,0,1,0,0,0,0,0,0,0
